"","SRR6078283.bam","SRR6078284.bam","SRR6078285.bam","SRR6078300.bam","SRR6078301.bam","SRR6078302.bam"
"PRSS41",0,0,0,0,0,0
"SNORA3C",0,0,0,0,0,0
"PRSS21",0,0,0,0,1,3
"ZG16B",0,0,0,1,0,0
"PRSS30P",0,6,10,3,2,3
"PRSS22",0,0,1,0,0,0
"LOC101929566",1,3,0,3,6,4
"FLYWCH2",388,393,459,372,425,449
"FLYWCH1",919,918,1118,1127,995,1345
"LOC105371055",9,1,1,4,9,17
"KREMEN2",1,6,4,14,13,9
"PAQR4",61,79,86,299,310,186
"PKMYT1",29,59,29,327,308,89
"LINC00514",0,3,0,1,3,0
"LOC101929613",0,0,0,0,0,0
"LOC107984895",0,0,0,0,0,1
"LOC105371056",0,0,0,0,0,0
"CLDN9",0,0,0,0,0,0
"CLDN6",2,1,3,1,1,0
"TNFRSF12A",1466,3835,2526,3827,2950,1806
"HCFC1R1",719,306,892,492,677,846
"THOC6",374,416,500,285,347,496
"BICDL2",2,2,6,10,9,5
"LOC100128770",1,0,0,1,2,0
"MMP25",2,3,8,9,12,10
"MMP25-AS1",4,7,2,3,3,3
"IL32",16,31,8,39,26,28
"LOC105371058",0,0,0,2,0,0
"ZSCAN10",0,0,0,1,0,1
"ZNF205-AS1",8,5,11,6,9,12
"ZNF205",182,227,264,202,191,255
"ZNF213-AS1",53,44,65,57,91,81
"ZNF213",165,67,133,180,196,194
"CASP16P",8,3,9,12,22,14
"TRR-CCG1-3",0,0,1,1,2,0
"TRR-CCT3-1",15,27,14,53,27,38
"TRK-CTT3-1",5,11,1,10,8,5
"TRP-TGG3-3",0,0,0,0,0,0
"TRP-CGG1-2",0,0,0,3,0,0
"TRK-CTT2-5",0,0,0,1,0,0
"TRK-CTT5-1",0,0,0,0,0,0
"TRP-AGG2-7",0,0,0,3,4,0
"TRP-TGG3-4",0,0,0,0,0,0
"TRP-TGG3-5",0,0,0,0,0,0
"OR1F1",1,0,0,5,5,1
"TRP-AGG2-8",0,1,0,1,0,0
"TRK-CTT4-1",0,0,0,0,0,0
"TRP-AGG1-1",0,0,0,2,0,0
"TRR-CCT5-1",0,0,0,0,0,0
"OR1F2P",0,0,1,0,0,0
"ZNF200",152,187,162,197,189,200
"MEFV",1,0,1,4,1,0
"LINC00921",17,7,14,24,18,29
"ZNF263",577,721,668,601,673,753
"TIGD7",104,144,126,95,124,130
"ZNF75A",276,298,287,328,320,303
"OR2C1",1,0,0,0,1,1
"LOC105371059",1,2,1,1,3,6
"MTRNR2L4",0,2,2,0,3,4
"ZSCAN32",175,190,204,217,203,248
"ZNF174",116,69,104,131,137,158
"ZNF597",117,107,97,131,104,149
"NAA60",343,265,315,476,506,500
"MIR6126",0,0,0,0,0,0
"C16orf90",4,5,17,4,3,24
"CLUAP1",570,661,618,528,678,690
"NLRC3",42,29,42,22,41,59
"LOC101929732",12,4,3,5,9,21
"LOC105371060",0,0,1,0,1,3
"SLX4",202,218,195,456,504,327
"DNASE1",299,185,275,274,313,377
"TRAP1",667,929,730,787,862,858
"CREBBP",1038,544,661,1245,1550,1316
"LOC102724927",28,50,53,33,19,39
"ADCY9",2289,1089,1597,2296,1872,2347
"LOC105371062",1,6,3,4,5,4
"SRL",4,1,5,6,4,11
"LINC01569",3,2,2,3,6,7
"LOC105371063",1,0,0,0,0,0
"TFAP4",155,42,142,75,120,215
"GLIS2",143,137,116,279,346,287
"GLIS2-AS1",5,9,2,10,7,18
"CORO7-PAM16",0,0,1,0,0,0
"PAM16",2,16,20,12,11,12
"CORO7",27,36,37,55,67,55
"VASN",4403,5400,7618,4701,3657,12173
"DNAJA3",758,1072,996,828,992,1053
"NMRAL1",422,488,600,576,521,586
"HMOX2",528,700,678,747,760,676
"CDIP1",482,129,271,460,595,450
"C16orf96",1,0,1,0,1,1
"UBALD1",100,49,66,122,100,96
"MGRN1",332,259,255,495,690,530
"MIR6769A",0,3,0,0,3,1
"NUDT16L1",197,250,346,338,295,282
"ANKS3",326,520,413,440,571,594
"C16orf71",27,16,25,34,45,37
"ZNF500",330,286,311,297,438,403
"SEPT12",0,0,0,0,0,0
"SMIM22",0,0,0,0,1,1
"ROGDI",117,218,164,222,218,174
"GLYR1",1598,2314,1427,1562,1818,1848
"UBN1",1334,1060,1198,1769,1898,2034
"PPL",1454,198,2016,447,523,7762
"LOC105371064",14,0,13,8,6,95
"SEC14L5",16,0,32,4,6,109
"NAGPA",391,462,664,266,274,535
"NAGPA-AS1",5,2,7,3,3,3
"C16orf89",1,1,2,1,0,2
"ALG1",315,497,509,418,441,490
"EEF2KMT",92,130,127,112,102,137
"LOC107984828",0,0,0,0,0,2
"LOC105371067",0,0,0,0,0,0
"LINC02164",0,0,0,0,0,0
"RBFOX1",2,1,0,0,0,4
"LINC01570",0,0,0,0,0,0
"MIR8065",0,0,0,0,0,0
"LOC105371068",0,0,0,0,0,0
"LOC105371069",0,0,0,0,0,0
"LOC105371070",0,0,0,0,0,0
"LINC02152",0,0,0,0,0,0
"LOC105371072",0,0,0,0,0,0
"TMEM114",0,0,0,0,0,0
"METTL22",335,407,327,338,384,375
"ABAT",221,228,363,1075,417,260
"LOC107984840",0,0,0,0,0,0
"TMEM186",92,90,95,85,106,107
"PMM2",727,1027,893,982,1141,973
"LOC100130283",18,12,7,32,16,30
"CARHSP1",1065,472,1293,1344,1148,919
"LOC101929989",1,7,5,6,3,5
"USP7",1571,1924,1212,2032,2449,1954
"LOC105371074",11,8,5,12,12,8
"C16orf72",2517,3730,2518,3688,3698,3285
"LOC101927026",0,0,0,0,0,0
"LOC105371075",0,0,0,2,0,0
"LINC02177",0,0,0,2,0,0
"LINC01177",0,0,0,0,0,0
"LINC01195",0,0,0,0,0,0
"GRIN2A",34,30,60,33,26,3
"LOC105371077",0,0,0,0,0,0
"LOC105371076",0,0,0,0,0,0
"LOC107984900",0,0,0,0,0,0
"LOC105371078",0,0,0,0,0,0
"ATF7IP2",9,11,14,22,19,5
"LOC107984877",2,5,2,4,3,1
"LINC01290",2,0,1,2,5,1
"EMP2",1233,749,2311,1971,2858,1721
"TEKT5",2,0,0,1,1,3
"LOC105371079",0,1,0,0,0,0
"NUBP1",164,206,204,206,237,194
"TVP23A",10,15,18,10,14,26
"LOC105371080",0,1,0,0,1,0
"CIITA",19,15,11,34,36,45
"LOC112267907",0,0,0,0,1,1
"DEXI",530,447,619,578,558,773
"CLEC16A",496,502,413,558,690,449
"LOC105371081",4,0,0,0,7,4
"LOC107984859",0,1,0,0,0,0
"LOC105371082",4,2,4,5,8,5
"SOCS1",68,7,34,10,15,33
"TNP2",0,0,0,0,0,0
"PRM3",0,0,0,0,0,0
"PRM2",0,0,0,0,0,0
"PRM1",0,0,0,0,0,0
"MIR548H2",0,0,0,0,0,0
"LOC105371083",1,0,1,1,0,0
"RMI2",74,48,41,115,168,54
"LOC400499",15,7,5,8,13,13
"LOC101927131",1,0,0,0,0,2
"LITAF",2758,1069,1129,840,1364,1247
"LOC107984880",0,0,0,1,0,1
"SNN",739,346,620,488,579,661
"TXNDC11",455,805,555,669,921,670
"ZC3H7A",761,1090,730,1053,1300,1142
"BCAR4",0,0,0,0,0,0
"RSL1D1",1956,1478,2149,1741,1967,2578
"LOC105371084",15,9,14,16,23,30
"GSPT1",2300,1239,1702,3315,3307,3629
"LOC112268177",26,28,19,34,46,51
"NPIPB2",39,1,14,5,21,30
"TNFRSF17",1,0,2,1,2,2
"SNX29",1431,609,1151,2140,1674,2266
"LOC642696",2,2,0,3,2,10
"LOC101927227",0,0,0,1,1,0
"LOC105371087",1,2,1,6,6,5
"LOC105371085",21,12,11,40,31,52
"LOC105371088",1,0,1,3,1,1
"CPPED1",648,1023,830,1278,1087,788
"MIR4718",0,0,0,0,1,0
"LOC105371090",1,1,1,3,2,2
"LOC105371089",1,0,0,1,1,0
"SHISA9",1,1,0,0,31,0
"LOC105371092",0,0,0,0,0,0
"LOC105371091",0,0,0,0,0,0
"LOC107984137",0,0,0,0,0,0
"LOC105371093",0,0,0,0,0,0
"ERCC4",509,355,431,457,554,557
"LINC02185",2,0,3,0,2,10
"LINC02186",0,0,0,0,0,0
"MRTFB",308,229,203,330,457,422
"TRT-CGT2-1",9,17,9,16,13,20
"MIR193BHG",32,42,58,47,34,57
"MIR193B",2,4,2,1,0,3
"MIR365A",4,2,1,0,0,3
"LINC02130",0,0,0,0,1,0
"PARN",867,770,844,837,1178,938
"LOC105371094",13,2,4,15,13,8
"LOC107984865",9,3,7,7,9,17
"BFAR",1583,1634,1808,1480,1595,1586
"PLA2G10",4,1,4,1,1,3
"LOC105371095",0,0,0,0,0,1
"NPIPA3",17,4,8,10,7,456
"LOC100652777",0,1,0,0,0,12
"LOC105376747",0,0,0,0,0,3
"NPIPA2",32,20,30,32,35,283
"LOC105376749",0,0,0,1,0,3
"ABCC6P2",4,0,0,0,1,8
"NOMO1",1164,1616,1211,1400,1424,3210
"LOC101927469",4,2,2,4,4,11
"MIR3179-1",0,0,1,0,0,1
"MIR3670-1",0,0,0,0,0,0
"MIR3180-1",0,0,0,0,0,1
"PKD1P3-NPIPA1",375,610,562,483,546,2451
"LOC100288162",0,1,0,0,0,11
"MIR6511A1",0,0,0,0,0,1
"MIR6770-1",0,0,0,0,0,0
"NPIPA1",0,0,0,0,0,8
"PDXDC1",2106,3249,2402,2392,2912,2867
"MIR1972-1",1,2,1,0,3,3
"NTAN1",741,529,853,812,811,990
"RRN3",685,1119,687,627,748,854
"LOC100505915",9,13,5,5,14,44
"PKD1P6-NPIPP1",335,417,364,415,425,845
"MIR6511B2",0,4,6,1,4,25
"MIR3180-4",0,0,1,1,0,1
"LOC105371096",0,0,0,0,0,0
"LOC105371097",0,0,0,0,0,0
"LOC107987241",0,0,0,0,0,0
"LOC105371103",0,0,0,0,0,4
"NPIPA5",69,18,26,75,92,126
"MPV17L",11,9,9,6,33,17
"C16orf45",2345,1385,1857,2195,2671,2016
"LOC105371102",1,2,1,0,6,9
"MARF1",906,518,731,1092,1325,1405
"MIR6506",0,0,0,0,0,0
"NDE1",496,518,600,794,1239,586
"MIR484",0,0,0,0,0,0
"MYH11",63,1134,22,38,93,108
"FOPNL",822,737,1034,778,942,811
"LOC107984869",0,0,0,0,0,0
"ABCC1",1603,988,1435,1804,2005,2000
"ABCC6",15,7,42,6,8,29
"LOC105371100",0,0,0,0,0,0
"NOMO3",452,480,478,477,446,2008
"LOC105371099",0,1,0,1,0,7
"MIR3179-2",0,0,0,0,0,0
"MIR3670-2",0,0,0,0,0,0
"MIR3180-2",0,0,0,0,0,1
"PKD1P1",308,319,296,308,301,3059
"MIR6511A2",0,0,0,0,0,0
"MIR6770-2",0,0,0,0,0,0
"MIR6511A3",0,0,1,1,0,18
"NPIPA7",25,27,26,48,36,442
"LOC105371098",0,0,0,0,0,7
"LOC105371105",0,0,0,0,0,0
"XYLT1",1418,1353,1048,1774,3323,1849
"LOC102723692",4,2,0,1,5,1
"LOC107987234",25,28,13,25,51,63
"LOC105371106",2,0,3,1,5,1
"LOC107984893",0,0,0,0,0,0
"LOC105371108",0,0,0,0,0,0
"LOC105376751",0,0,0,0,0,0
"LOC105376753",0,0,0,0,0,5
"PKD1P4-NPIPA8",223,320,244,329,294,2164
"NPIPA8",0,1,3,4,3,16
"MIR6511A4",0,0,0,0,0,0
"PKD1P5-LOC105376752",284,409,261,278,270,2104
"MIR6770-3",0,0,0,0,0,0
"LOC112268172",0,2,0,0,0,20
"MIR3180-3",0,0,0,0,0,0
"MIR3670-3",0,0,0,0,0,0
"MIR3179-3",0,1,0,0,0,1
"LOC102723728",121,164,148,164,156,910
"MIR3670-4",0,0,0,0,0,0
"LOC105379460",0,1,0,0,0,7
"MIR3179-4",0,0,0,0,0,1
"NOMO2",1380,1840,1391,1820,1569,3639
"ABCC6P1",4,0,5,0,2,2
"RPS15A",4404,3065,7453,2161,2506,8347
"ARL6IP1",2233,2363,2826,6592,8391,2576
"SMG1",2689,3154,1942,2968,3489,3583
"LOC107984844",2,2,1,4,1,2
"TMC7",15,7,33,51,49,40
"LOC102723385",1,0,0,1,2,2
"COQ7",292,259,326,253,329,365
"ITPRIPL2",3987,3362,3467,6210,4632,4858
"SYT17",0,1,3,1,0,2
"LOC105371114",0,0,0,1,0,0
"CLEC19A",0,1,0,1,0,1
"LOC105371113",0,0,0,0,0,0
"TMC5",4,4,1,3,1,11
"GDE1",1962,1426,2357,1776,1940,2324
"CCP110",418,427,328,684,838,649
"VPS35L",1763,868,1492,1466,1737,1985
"KNOP1",438,493,449,498,639,543
"IQCK",81,21,70,55,75,121
"LOC105371115",3,3,2,1,8,12
"GPRC5B",304,8,395,216,186,643
"LOC105371116",0,0,0,0,0,0
"LOC105371117",0,0,0,0,0,0
"GPR139",0,0,0,0,0,0
"LOC102723396",0,0,0,0,0,0
"GP2",0,0,0,0,0,0
"UMOD",0,0,0,0,0,0
"PDILT",0,0,0,0,0,0
"ACSM5",0,0,0,10,6,10
"LOC105371119",0,0,0,0,0,0
"ACSM2A",0,0,0,0,0,1
"ACSM2B",0,0,0,0,0,0
"LOC105371120",0,0,0,0,1,0
"LOC107984831",0,0,0,0,0,0
"ACSM1",0,0,0,0,0,0
"LOC105379461",0,0,0,0,0,0
"THUMPD1",1000,1463,1036,1164,1387,1310
"ACSM3",7,4,11,14,15,14
"ERI2",140,159,161,221,314,166
"REXO5",99,95,110,213,321,170
"LOC105371121",0,0,0,1,0,1
"DCUN1D3",872,1098,1108,984,1244,1357
"LYRM1",414,305,501,245,295,493
"DNAH3",2,0,3,2,2,6
"LOC107984888",0,1,0,3,0,0
"TMEM159",761,372,800,693,563,1324
"ZP2",0,0,0,0,0,0
"LOC105371123",0,0,0,0,0,0
"ANKS4B",0,0,0,0,0,0
"CRYM",5,2,6,8,15,43
"LOC105371125",1,0,2,8,6,19
"CRYM-AS1",10,21,14,12,21,38
"SNX29P1",6,3,13,8,6,26
"NPIPB3",11,16,14,15,18,77
"LOC100190986",1,1,1,2,2,115
"SMG1P3",81,131,88,112,95,839
"MIR3680-1",1,2,2,0,0,6
"SLC7A5P2",62,192,107,118,106,291
"LOC101927814",2,0,1,1,2,0
"METTL9",2542,2034,3085,3467,2895,2671
"IGSF6",10,5,3,7,11,18
"OTOA",0,0,2,4,1,3
"LOC105371126",0,0,0,0,0,2
"RRN3P1",55,78,78,38,31,137
"LOC112268174",1,2,0,0,0,11
"NPIPB4",9,8,4,9,12,81
"UQCRC2",2336,2442,2766,2192,2167,2396
"PDZD9",6,4,0,3,4,4
"MOSMO",354,324,295,407,400,412
"LOC105371129",17,8,17,13,15,21
"VWA3A",8,4,11,5,7,10
"SDR42E2",1,1,0,2,2,4
"TRL-TAG3-1",7,12,7,31,6,6
"EEF2K",949,792,889,998,1449,1537
"TRL-AAG2-4",1,2,1,6,1,0
"POLR3E",552,618,547,549,638,788
"CDR2",719,1552,1152,1208,1401,1174
"LOC440346",1,2,1,0,2,2
"MFSD13B",3,5,2,2,3,4
"RRN3P3",53,71,48,46,69,81
"SMG1P1",244,441,305,263,312,1214
"NPIPB5",108,84,48,84,128,238
"LOC105371131",3,3,2,1,2,23
"OTOAP1",0,0,1,0,0,1
"LOC112268175",0,0,0,0,0,0
"LOC107984851",0,0,0,1,0,0
"HS3ST2",0,0,0,7,6,2
"LOC112268176",1,0,0,0,1,0
"USP31",427,477,370,460,613,541
"SCNN1G",0,0,0,0,0,0
"SCNN1B",1,0,0,0,0,0
"COG7",461,629,507,442,506,480
"GGA2",940,931,1176,1211,1056,1658
"EARS2",511,712,543,602,747,709
"UBFD1",2067,1902,2219,2256,2184,2266
"NDUFAB1",408,591,598,689,582,528
"PALB2",365,369,315,351,390,444
"DCTN5",1899,2242,1855,2131,2045,2164
"PLK1",111,95,54,941,1502,144
"ERN2",2,0,3,0,3,3
"CHP2",0,0,0,0,0,0
"PRKCB",0,0,0,0,0,0
"LOC105371141",0,0,0,0,0,0
"MIR1273H",0,0,0,0,0,0
"LINC2194",0,0,0,0,0,0
"CACNG3",0,0,0,0,0,0
"LOC105371143",0,0,0,0,0,0
"RBBP6",868,719,746,921,1128,1034
"TNRC6A",2017,1525,1611,1664,2125,2040
"LINC01567",0,0,0,3,0,1
"LOC107984825",5,4,2,2,6,4
"SLC5A11",2,0,0,1,6,3
"LOC107984826",6,1,1,3,4,2
"ARHGAP17",500,348,234,535,706,440
"LOC554206",14,7,6,12,15,12
"LINC02175",13,15,12,7,15,12
"LCMT1-AS1",2,3,2,6,2,8
"LCMT1",323,280,296,433,474,428
"LCMT1-AS2",7,15,6,13,10,17
"AQP8",0,0,0,1,1,0
"ZKSCAN2",271,211,204,251,253,314
"LINC02191",0,0,0,0,0,0
"LOC105371147",0,0,0,0,0,0
"LOC105369297",0,0,0,0,0,0
"HS3ST4",0,0,0,0,1,0
"MIR548W",0,0,0,0,0,0
"LOC105371149",0,0,0,0,0,0
"LOC105371150",0,0,0,0,0,0
"LOC102723536",0,0,0,0,0,0
"LINC02195",0,0,0,0,0,0
"LOC105371153",0,0,0,0,0,0
"LOC105371154",0,0,0,0,0,0
"C16orf82",0,0,0,0,0,0
"LOC105371155",0,0,0,0,0,0
"KDM8",71,70,68,77,92,122
"NSMCE1",726,547,926,584,817,665
"NSMCE1-DT",3,3,2,2,1,6
"IL4R",772,1131,624,863,819,1038
"IL21R",8,9,6,78,19,20
"IL21R-AS1",1,1,0,1,1,2
"GTF3C1",3278,2837,2742,2556,3157,3873
"KIAA0556",696,526,553,671,777,895
"LOC107984874",0,1,0,1,3,1
"LOC100128079",1,1,1,0,1,1
"LOC105371157",0,0,0,0,1,2
"GSG1L",0,0,0,0,0,0
"XPO6",2480,2499,2287,3086,3483,3010
"SBK1",0,0,0,0,0,1
"LOC105369182",0,0,0,0,0,0
"NPIPB6",0,1,3,1,2,25
"EIF3CL",1296,2056,1542,995,1488,1799
"MIR6862-1",0,0,0,0,0,3
"LOC112268171",0,0,0,0,3,1
"CLN3",432,319,396,370,447,533
"APOBR",0,0,1,0,3,1
"IL27",2,3,23,1,1,3
"NUPR1",2749,3362,3617,2433,2487,2211
"SGF29",159,97,177,100,141,211
"SULT1A2",5,5,3,0,5,4
"SULT1A1",5,7,6,9,3,23
"LOC107984835",0,0,0,0,0,1
"NPIPB8",2,2,0,0,0,40
"EIF3C",1383,2178,1781,1048,1611,2880
"MIR6862-2",0,0,1,0,0,1
"NPIPB9",6,1,2,3,3,46
"LOC105379464",0,0,0,0,0,1
"ATXN2L",568,506,345,736,978,866
"TUFM",2167,2490,2344,2327,2473,2471
"MIR4721",0,1,1,0,0,0
"SH2B1",701,411,603,591,712,889
"ATP2A1",17,9,11,11,23,27
"ATP2A1-AS1",3,3,3,8,14,5
"RABEP2",498,549,566,658,504,586
"CD19",1,2,1,0,0,1
"NFATC2IP",666,598,604,684,886,867
"MIR4517",3,2,1,4,4,6
"SPNS1",808,623,932,1042,927,1218
"LAT",83,47,63,44,65,62
"RRN3P2",66,71,76,64,44,135
"LOC101928215",5,4,3,0,2,3
"LOC107984832",291,90,93,79,48,149
"LOC101928188",139,42,47,26,16,76
"LOC102723708",0,0,1,0,0,1
"LOC105371159",7,11,5,8,11,43
"LOC107984833",4,4,3,5,3,25
"SNX29P2",17,4,4,5,0,26
"NPIPB11",7,5,7,12,7,37
"SMG1P6",24,30,21,13,25,176
"BOLA2-SMG1P6",3,0,2,2,2,44
"LOC606724",0,0,1,0,0,2
"BOLA2",1,1,1,3,4,50
"SLX1B",1,2,3,3,2,17
"SLX1B-SULT1A4",0,0,0,0,2,3
"SULT1A4",0,0,0,0,0,1
"LOC388242",1,0,0,0,1,12
"LOC101928556",1,1,0,0,0,4
"NPIPB12",1,5,1,5,7,41
"SMG1P2",19,34,28,14,12,269
"LOC105371168",5,8,4,7,6,15
"MIR3680-2",0,0,0,1,1,0
"SPN",1,0,0,0,0,2
"QPRT",700,222,899,875,349,1045
"C16orf54",0,0,0,0,0,0
"ZG16",0,0,0,0,0,0
"LOC105371167",0,0,1,1,0,0
"KIF22",311,423,280,1059,1642,445
"LOC107984837",4,2,3,23,26,11
"MAZ",1355,1148,1663,1738,1860,1893
"LOC112268170",23,14,22,29,29,59
"PRRT2",291,55,148,54,128,307
"PAGR1",564,550,636,667,873,881
"MVP",9740,11247,10556,9186,8597,10612
"CDIPT",1346,1170,1986,2538,1976,1883
"CDIPTOSP",17,3,1,1,3,2
"SEZ6L2",161,69,288,29,201,131
"ASPHD1",33,78,79,30,87,30
"KCTD13",97,75,81,121,143,146
"LOC107984836",4,11,9,16,18,18
"TMEM219",1123,810,1433,1136,1161,1173
"TAOK2",1498,2033,1707,2129,2053,1930
"HIRIP3",114,98,108,149,295,135
"INO80E",426,543,524,512,694,731
"DOC2A",2,4,3,4,3,8
"C16orf92",1,0,0,0,1,0
"FAM57B",0,3,0,7,13,1
"LOC112694756",4,1,2,8,11,3
"ALDOA",683,672,633,1371,1620,878
"PPP4C",1433,1865,1687,1753,1797,1620
"TBX6",7,4,3,6,3,12
"YPEL3",450,155,448,692,425,408
"LOC101928595",27,18,33,24,28,34
"GDPD3",49,23,26,21,23,83
"MAPK3",1231,786,1128,1051,1091,1291
"LOC107984834",1,1,0,0,0,2
"CORO1A",5,4,6,13,15,10
"BOLA2B",14,11,25,19,20,336
"SLX1A",2,3,6,5,9,139
"SLX1A-SULT1A3",3,3,6,0,5,17
"SULT1A3",0,0,0,0,0,14
"LOC613038",1,3,2,1,2,20
"LOC101929894",0,1,0,0,1,5
"NPIPB13",4,2,3,2,4,26
"SMG1P5",19,18,21,26,21,256
"CD2BP2",1419,1530,1702,1340,1634,1526
"LOC101928707",12,7,17,10,20,14
"TBC1D10B",832,481,769,1183,1145,986
"MYLPF",2,2,4,3,4,0
"SEPT1",22,9,15,17,25,69
"ZNF48",155,185,168,138,205,181
"ZNF771",57,58,83,52,50,101
"SNORA80C",2,1,0,1,1,1
"DCTPP1",169,182,218,273,270,221
"SEPHS2",558,1267,720,587,609,653
"ITGAL",0,3,3,0,2,2
"MIR4518",0,0,0,0,0,0
"ZNF768",682,679,728,589,641,775
"ZNF747",214,175,285,289,335,365
"LOC107984875",10,9,5,7,13,15
"ZNF764",94,67,95,138,148,119
"ZNF688",159,117,228,150,153,206
"ZNF785",305,223,358,202,256,424
"ZNF689",218,179,253,254,324,275
"PRR14",199,101,170,164,199,219
"FBRS",388,217,255,448,569,513
"LOC730183",10,15,16,21,25,20
"SRCAP",415,428,290,712,842,598
"SNORA30",3,3,2,2,3,5
"TMEM265",23,15,13,14,16,17
"PHKG2",279,282,328,345,379,394
"CCDC189",7,4,6,12,11,18
"RNF40",2148,2348,2174,2480,2429,2546
"ZNF629",828,538,677,895,960,1055
"BCL7C",733,747,946,925,1055,789
"MIR4519",1,0,0,2,2,1
"MIR762HG",35,13,19,14,15,31
"MIR762",0,0,0,0,0,0
"CTF1",91,24,83,58,70,60
"FBXL19-AS1",54,27,28,94,97,63
"FBXL19",345,392,437,490,458,502
"ORAI3",834,285,819,487,492,817
"SETD1A",241,120,166,297,351,356
"HSD3B7",1293,509,1221,1191,1057,1696
"STX1B",72,9,36,32,64,34
"STX4",718,799,624,713,784,812
"LOC101928762",112,96,124,77,61,141
"ZNF668",328,565,617,559,522,501
"ZNF646",690,495,619,686,746,955
"PRSS53",160,202,178,182,198,238
"VKORC1",1700,1882,3031,2918,3182,3118
"BCKDK",631,401,551,766,839,769
"KAT8",485,397,479,381,431,550
"PRSS8",3,4,1,3,1,7
"PRSS36",10,1,4,5,5,8
"FUS",349,1411,255,722,859,715
"PYCARD",208,122,331,41,48,276
"PYCARD-AS1",2,3,3,3,0,5
"TRIM72",0,0,0,0,3,3
"PYDC1",0,0,0,0,0,0
"ITGAM",0,1,1,0,0,1
"ITGAX",0,0,0,0,0,2
"ITGAD",1,0,0,3,0,0
"COX6A2",0,0,0,1,0,0
"ZNF843",18,6,14,6,13,15
"ARMC5",294,470,375,367,375,370
"TGFB1I1",1128,1380,1298,1006,1373,998
"SLC5A2",4,7,10,5,4,9
"C16orf58",979,1063,1141,946,1178,1156
"AHSP",0,0,0,1,0,0
"LINC02190",0,0,0,0,0,0
"FRG2KP",0,0,0,0,0,0
"YBX3P1",98,98,100,127,77,154
"CLUHP3",33,17,53,49,56,63
"ZNF720",114,96,118,120,110,142
"LOC107983990",17,5,9,14,10,9
"VN1R3",0,0,0,0,0,0
"ZNF267",212,247,185,291,320,261
"LOC105371174",0,0,0,0,0,0
"LOC102725101",0,0,0,0,0,0
"HERC2P4",1,0,10,3,0,2
"LOC105379466",0,0,0,0,0,0
"TP53TG3D",0,2,9,1,0,1
"LOC100507221",0,0,0,0,0,0
"LOC390705",1,0,0,0,0,0
"LOC105371191",0,0,0,0,0,1
"LOC102724062",0,0,0,0,0,0
"LOC107984013",0,0,0,0,0,0
"TP53TG3",0,0,1,0,0,0
"LOC105371177",0,0,0,0,0,0
"SLC6A10P",1,0,4,1,0,7
"LOC105371176",0,0,0,0,0,0
"IGHV3OR16-8",0,0,0,0,0,0
"TP53TG3C",0,0,1,0,0,0
"TP53TG3E",0,0,0,0,0,0
"LOC105369266",0,0,0,0,0,0
"TP53TG3B",0,0,0,0,0,1
"LOC105379473",0,0,0,0,0,0
"TP53TG3F",0,0,0,0,0,0
"LOC105379474",0,0,0,0,0,0
"LOC101929031",0,0,0,0,0,3
"LOC107984855",1,0,0,0,0,0
"LOC107984083",0,0,0,0,0,0
"LOC102724207",0,0,0,0,1,1
"ENPP7P13",0,0,0,0,0,0
"LOC390714",0,0,0,0,0,0
"LOC105369183",0,0,0,0,0,0
"LOC102724485",0,1,0,0,0,0
"LOC105379475",0,1,0,0,0,0
"LOC107987236",0,0,0,0,0,0
"LOC107987235",0,0,0,0,0,0
"LOC102724523",0,0,0,0,0,0
"LINC02184",0,0,0,0,0,0
"LOC162137",0,0,0,0,0,0
"LOC107984902",0,0,0,0,1,0
"LOC105371195",0,0,0,0,0,0
"CCNYL3",0,0,0,0,0,0
"LOC105371197",0,0,0,0,0,0
"UBE2MP1",147,186,169,211,204,152
"LOC112268173",0,0,0,0,0,0
"LOC105371200",0,0,0,0,0,0
"LOC105371199",0,0,0,0,0,0
"LOC105371198",0,0,0,1,0,0
"LINC01566",0,0,0,0,0,0
"LOC105371201",0,0,0,0,0,0
"LOC105371203",0,0,0,0,0,0
"FRG2DP",0,0,0,0,0,0
"TP53TG3HP",0,0,0,0,0,0
"LOC105371204",0,0,0,0,0,0
"LINC02167",0,0,0,0,0,0
"ANKRD26P1",1,3,0,2,1,5
"SHCBP1",187,394,132,1494,2148,324
"VPS35",3617,4040,3827,3283,3653,4138
"ORC6",60,154,64,334,441,152
"MYLK3",0,5,0,6,8,3
"C16orf87",122,228,169,186,252,179
"GPT2",295,623,475,489,829,465
"SNORD148",0,0,0,0,1,0
"DNAJA2",1769,1972,2356,1830,1974,1920
"NETO2",56,40,64,130,185,71
"ITFG1-AS1",3,1,1,0,2,5
"ITFG1",1425,1716,1964,1682,1935,2059
"LOC101927080",5,6,4,5,9,10
"PHKB",1499,2130,1788,1264,1645,2020
"LOC105371236",0,0,0,0,2,0
"LINC02192",0,0,0,0,0,0
"LINC02133",1,0,0,0,0,0
"LOC105371237",0,0,0,0,0,0
"LINC02134",0,0,0,0,0,0
"ABCC12",0,0,0,0,2,0
"ABCC11",8,5,3,7,9,6
"LONP2",2392,2965,2144,2428,2427,2743
"SIAH1",744,671,561,438,622,801
"LOC112268166",3,3,1,1,0,4
"N4BP1",628,887,639,662,751,742
"LOC105371240",35,9,39,20,9,50
"LOC105371241",0,0,0,0,0,0
"LOC102724847",0,0,0,0,0,0
"CBLN1",0,0,0,0,0,0
"LOC102724859",0,0,0,1,1,0
